[sieve] sieving primes up to 950000000 ...
y	m	p_m1	p_m	STATUS	gap_log
29819	45878067	897359027	897359051	OK	9.615065e-10
29833	45908170	897981017	897981041	OK	4.296125e-10
29837	45938280	898600889	898600891	OK	2.583428e-10
29851	45968407	899223511	899223557	OK	3.074018e-10
29863	45998541	899847229	899847251	OK	6.921225e-10
29867	46028683	900466241	900466267	OK	2.373254e-10
29873	46058842	901085011	901085021	OK	1.379413e-10
29879	46089016	901708009	901708037	OK	3.496031e-10
29881	46119205	902332927	902332939	OK	8.050752e-10
29917	46149412	902959397	902959483	OK	2.048429e-10
29921	46179604	903580193	903580241	OK	1.874852e-10
29927	46209813	904201723	904201757	OK	4.575204e-10
29947	46240037	904829701	904829711	OK	9.452600e-10
29959	46270261	905450467	905450531	OK	6.626758e-10
29983	46300494	906072203	906072241	OK	8.198945e-10
29989	46330723	906695329	906695359	OK	3.145405e-10
[3244/3244] y=29989 m=46330723 p_m=906695359 (prime_max=949999993)
